Date;Speed;Density;Bt;Bz
20191125182353;;;4.91;2.2
20191125182354;;;4.83;2.18
20191125182355;;;4.87;2.11
20191125182356;;;4.88;2.21
20191125182357;;;4.84;2.2
20191125182358;;;4.87;2.22
20191125182359;;;4.87;2.17
20191125182400;;;4.79;2.18
20191125182401;;;4.8;2.16
20191125182402;;;4.8;2.2
20191125182403;;;4.85;2.26
20191125182404;;;4.82;2.28
20191125182405;;;4.87;2.29
20191125182406;;;4.84;2.29
20191125182407;;;4.84;2.33
20191125182408;;;4.82;2.44
20191125182409;;;4.76;2.43
20191125182410;;;4.74;2.37
20191125182411;;;4.78;2.36
20191125182412;;;4.75;2.28
20191125182413;;;4.77;2.3
20191125182414;;;4.73;2.27
20191125182415;;;4.71;2.32
20191125182416;;;4.75;2.41
20191125182417;;;4.71;2.34
20191125182418;;;4.76;2.32
20191125182419;;;4.7;2.35
20191125182420;;;4.7;2.34
20191125182421;;;4.73;2.33
20191125182422;;;4.67;2.37
20191125182423;;;4.71;2.43
20191125182424;;;4.8;2.47
20191125182425;;;4.84;2.39
20191125182426;;;4.89;2.47
20191125182427;;;4.96;2.59
20191125182428;;;4.89;2.56
20191125182429;;;4.81;2.49
20191125182430;;;4.8;2.52
20191125182431;;;4.78;2.51
20191125182432;;;4.74;2.43
20191125182433;;;4.67;2.32
20191125182434;;;4.76;2.13
20191125182435;;;4.88;2.12
20191125182436;;;4.95;2.06
20191125182437;;;4.88;1.97
20191125182438;;;4.9;1.94
20191125182439;;;4.78;2.04
20191125182440;;;4.84;2.18
20191125182441;;;4.86;2.14
20191125182442;;;4.87;2.12
20191125182443;;;4.85;2.19
20191125182444;;;4.87;1.95
20191125182445;;;4.84;1.75
20191125182446;;;4.82;1.65
20191125182447;;;4.84;1.74
20191125182448;;;4.88;1.96
20191125182449;;;4.84;2.09
20191125182450;;;4.76;1.99
20191125182451;;;4.74;1.86
20191125182452;;;4.78;1.9
20191125182453;;;4.82;1.81
20191125182454;;;4.8;1.84
20191125182455;;;4.86;1.8
20191125182456;;;4.79;1.75
20191125182457;;;4.83;1.7
20191125182458;;;4.83;1.64
20191125182459;;;4.82;1.68
20191125182500;;;4.74;1.19
20191125182501;;;4.81;0.91
20191125182502;;;4.88;1.3
20191125182503;;;4.77;1.59
20191125182504;;;4.74;1.7
20191125182505;;;4.77;1.7
20191125182506;;;4.76;1.52
20191125182507;;;4.74;1.35
20191125182508;;;4.73;1.28
20191125182509;;;4.72;1.16
20191125182510;;;4.69;1.26
20191125182511;;;4.72;1.4
20191125182512;;;4.75;1.42
20191125182513;;;4.81;1.52
20191125182514;;;4.82;1.55
20191125182515;;;4.79;1.51
20191125182516;;;4.8;1.49
20191125182517;;;4.76;1.46
20191125182518;;;4.77;1.51
20191125182519;;;4.77;1.56
20191125182520;;;4.76;1.57
20191125182521;;;4.81;1.51
20191125182522;;;4.75;1.55
20191125182523;;;4.8;1.67
20191125182524;;;4.81;1.69
20191125182525;;;4.77;1.61
20191125182526;;;4.84;1.66
20191125182527;;;4.85;1.6
20191125182528;;;4.91;1.65
20191125182529;;;4.91;1.64
20191125182530;;;4.9;1.66
20191125182531;;;4.86;1.63
20191125182532;;;4.84;1.67
20191125182533;;;4.75;1.63
20191125182534;;;4.78;1.58
20191125182535;;;4.81;1.56
20191125182536;;;4.85;1.63
20191125182537;;;4.91;1.64
20191125182538;;;4.91;1.58
20191125182539;;;4.96;1.66
20191125182540;;;4.97;1.7
20191125182541;;;4.94;1.62
20191125182542;;;4.94;1.71
20191125182543;;;4.89;1.7
20191125182544;;;4.84;1.72
20191125182545;;;4.83;1.71
20191125182546;;;4.81;1.66
20191125182547;;;4.85;1.68
20191125182548;;;4.92;1.66
20191125182549;;;4.84;1.65
20191125182550;;;4.81;1.63
20191125182551;;;4.76;1.58
20191125182552;;;4.71;1.54
20191125182553;;;4.62;1.51
20191125182554;;;4.61;1.55
20191125182555;;;4.61;1.59
20191125182556;;;4.69;1.68
20191125182557;;;4.68;1.64
20191125182558;;;4.65;1.6
20191125182559;;;4.59;1.54
20191125182600;;;4.62;1.57
20191125182601;;;4.6;1.52
20191125182602;;;4.62;1.55
20191125182603;;;4.62;1.5
20191125182604;;;4.61;1.47
20191125182605;;;4.63;1.47
20191125182606;;;4.65;1.45
20191125182607;;;4.64;1.46
20191125182608;;;4.62;1.47
20191125182609;;;4.6;1.47
20191125182610;;;4.63;1.48
20191125182611;;;4.61;1.45
20191125182612;;;4.62;1.43
20191125182613;;;4.62;1.54
20191125182614;;;4.57;1.55
20191125182615;;;4.55;1.51
20191125182616;;;4.52;1.52
20191125182617;;;4.56;1.51
20191125182618;;;4.57;1.51
20191125182619;;;4.57;1.54
20191125182620;;;4.59;1.56
20191125182621;;;4.65;1.51
20191125182622;;;4.61;1.54
20191125182623;;;4.61;1.51
20191125182624;;;4.62;1.54
20191125182625;;;4.61;1.52
20191125182626;;;4.56;1.5
20191125182627;;;4.51;1.45
20191125182628;;;4.53;1.43
20191125182629;;;4.55;1.42
20191125182630;;;4.58;1.43
20191125182631;;;4.58;1.46
20191125182632;;;4.58;1.45
20191125182633;;;4.6;1.45
20191125182634;;;4.59;1.46
20191125182635;;;4.61;1.49
20191125182636;;;4.59;1.46
20191125182637;;;4.59;1.46
20191125182638;;;4.54;1.45
20191125182639;;;4.56;1.49
20191125182640;;;4.57;1.48
20191125182641;;;4.54;1.48
20191125182642;;;4.52;1.54
20191125182643;;;4.61;1.55
20191125182644;;;4.6;1.53
20191125182645;;;4.59;1.56
20191125182646;;;4.54;1.54
20191125182647;;;4.59;1.56
20191125182648;;;4.6;1.57
20191125182649;;;4.64;1.56
20191125182650;;;4.62;1.52
20191125182651;;;4.65;1.54
20191125182652;;;4.62;1.57
20191125182653;;;4.67;1.58
20191125182654;;;4.7;1.6
20191125182655;;;4.65;1.62
20191125182656;;;4.64;1.58
20191125182657;;;4.63;1.57
20191125182658;;;4.63;1.52
20191125182659;;;4.66;1.48
20191125182700;;;4.69;1.49
20191125182701;;;4.64;1.45
20191125182702;;;4.69;1.52
20191125182703;;;4.66;1.54
20191125182704;;;4.6;1.53
20191125182705;;;4.57;1.58
20191125182706;;;4.62;1.56
20191125182707;;;4.66;1.57
20191125182708;;;4.59;1.52
20191125182709;;;4.6;1.57
20191125182710;;;4.65;1.63
20191125182711;;;4.62;1.47
20191125182712;;;4.57;1.47
20191125182713;;;4.58;1.42
20191125182714;;;4.63;1.47
20191125182715;;;4.68;1.59
20191125182716;;;4.6;1.57
20191125182717;;;4.62;1.57
20191125182718;;;4.58;1.57
20191125182719;;;4.62;1.78
20191125182720;;;4.67;1.98
20191125182721;;;4.75;2.02
20191125182722;;;4.67;1.9
20191125182723;;;4.71;1.83
20191125182724;;;4.7;1.84
20191125182725;;;4.68;1.95
20191125182726;;;4.68;1.9
20191125182727;;;4.72;1.82
20191125182728;;;4.62;1.68
20191125182729;;;4.56;1.53
20191125182730;;;4.58;1.55
20191125182731;;;4.6;1.46
20191125182732;;;4.51;1.5
20191125182733;;;4.5;1.74
20191125182734;;;4.52;2.13
20191125182735;;;4.52;2.13
20191125182736;;;4.55;2.14
20191125182737;;;4.52;2.04
20191125182738;;;4.59;1.76
20191125182739;;;4.57;1.71
20191125182740;;;4.53;1.9
20191125182741;;;4.5;1.96
20191125182742;;;4.56;1.98
20191125182743;;;4.51;1.8
20191125182744;;;4.5;2.02
20191125182745;;;4.48;2.07
20191125182746;;;4.52;2.03
20191125182747;;;4.53;2.03
20191125182748;;;4.48;1.98
20191125182749;;;4.5;1.95
20191125182750;;;4.53;1.93
20191125182751;;;4.54;1.95
20191125182752;;;4.62;2.02
20191125182753;;;4.58;1.99
20191125182754;;;4.54;1.98
20191125182755;;;4.54;1.98
20191125182756;;;4.56;2.02
20191125182757;;;4.61;2.08
20191125182758;;;4.64;2.06
20191125182759;;;4.68;2.11
20191125182800;;;4.64;2.12
20191125182801;;;4.68;2.16
20191125182802;;;4.71;2.18
20191125182803;;;4.71;2.14
20191125182804;;;4.67;2.13
20191125182805;;;4.73;2.15
20191125182806;;;4.65;2.12
20191125182807;;;4.66;2.17
20191125182808;;;4.67;2.13
20191125182809;;;4.67;2.14
20191125182810;;;4.73;2.17
20191125182811;;;4.7;2.08
20191125182812;;;4.63;2.04
20191125182813;;;4.64;2.06
20191125182814;;;4.61;2.04
20191125182815;;;4.63;2.0
20191125182816;;;4.62;1.91
20191125182817;;;4.61;1.89
20191125182818;;;4.65;1.91
20191125182819;;;4.62;1.93
20191125182820;;;4.69;1.95
20191125182821;;;4.64;1.93
20191125182822;;;4.6;2.0
20191125182823;;;4.58;2.04
20191125182824;;;4.65;2.03
20191125182825;;;4.66;1.98
20191125182826;;;4.67;1.88
20191125182827;;;4.68;1.88
20191125182828;;;4.73;1.91
20191125182829;;;4.84;2.06
20191125182830;;;4.72;2.04
20191125182831;;;4.7;2.05
20191125182832;;;4.69;1.95
20191125182833;;;4.65;1.91
20191125182834;;;4.67;1.95
20191125182835;;;4.61;1.91
20191125182836;;;4.65;1.99
20191125182837;;;4.69;2.0
20191125182838;;;4.68;2.01
20191125182839;;;4.78;2.07
20191125182840;;;4.77;2.14
20191125182841;;;4.76;2.13
20191125182842;;;4.72;2.06
20191125182843;;;4.68;2.05
20191125182844;;;4.69;2.1
20191125182845;;;4.69;2.11
20191125182846;;;4.71;2.09
20191125182847;;;4.64;1.99
20191125182848;;;4.61;2.0
20191125182849;;;4.57;2.05
20191125182850;;;4.57;2.12
20191125182851;;;4.57;2.13
20191125182852;;;4.58;2.13
20191125182853;;;4.54;2.09
20191125182854;;;4.52;2.09
20191125182855;;;4.51;2.09
20191125182856;;;4.54;2.06
20191125182857;;;4.58;2.08
20191125182858;;;4.57;2.04
20191125182859;;;4.59;2.13
20191125182900;;;4.59;2.11
20191125182901;;;4.61;2.12
20191125182902;;;4.61;2.09
20191125182903;;;4.65;2.2
20191125182904;;;4.64;2.16
20191125182905;;;4.62;2.15
20191125182906;;;4.61;2.16
20191125182907;;;4.65;2.15
20191125182908;;;4.64;2.16
20191125182909;;;4.66;2.13
20191125182910;;;4.64;2.15
20191125182911;;;4.66;2.08
20191125182912;;;4.65;2.12
20191125182913;;;4.64;2.14
20191125182914;;;4.62;2.16
20191125182915;;;4.62;2.12
20191125182916;;;4.68;2.14
20191125182917;;;4.7;2.15
20191125182918;;;4.72;2.15
20191125182919;;;4.69;2.15
20191125182920;;;4.7;2.17
20191125182921;;;4.72;2.19
20191125182922;;;4.73;2.25
20191125182923;;;4.73;2.21
20191125182924;;;4.72;2.22
20191125182925;;;4.67;2.22
20191125182926;;;4.69;2.2
20191125182927;;;4.7;2.17
20191125182928;;;4.73;2.16
20191125182929;;;4.69;2.11
20191125182930;;;4.65;2.13
20191125182931;;;4.66;2.2
20191125182932;;;4.66;2.21
20191125182933;;;4.63;2.18
20191125182934;;;4.63;2.17
20191125182935;;;4.63;2.16
20191125182936;;;4.65;2.12
20191125182937;;;4.67;2.16
20191125182938;;;4.65;2.11
20191125182939;;;4.63;2.14
20191125182940;;;4.64;2.16
20191125182941;;;4.62;2.18
20191125182942;;;4.66;2.22
20191125182943;;;4.66;2.19
20191125182944;;;4.65;2.2
20191125182945;;;4.65;2.21
20191125182946;;;4.64;2.24
20191125182947;;;4.62;2.15
20191125182948;;;4.63;2.16
20191125182949;;;4.6;2.16
20191125182950;;;4.65;2.16
20191125182951;;;4.66;2.15
20191125182952;;;4.68;2.14
20191125182953;;;4.7;2.08
20191125182954;;;4.66;2.0
20191125182955;;;4.65;2.0
20191125182956;;;4.66;2.0
20191125182957;;;4.67;1.97
20191125182958;;;4.66;2.01
20191125182959;;;4.59;2.06
20191125183000;;;4.63;2.04
20191125183001;;;4.58;2.03
20191125183002;;;4.59;2.0
20191125183003;;;4.59;2.04
20191125183004;;;4.6;2.06
20191125183005;;;4.61;2.09
20191125183006;;;4.61;2.07
20191125183007;;;4.63;1.99
20191125183008;;;4.6;2.01
20191125183009;;;4.6;1.97
20191125183010;;;4.6;2.02
20191125183011;;;4.62;2.0
20191125183012;;;4.6;1.92
20191125183013;;;4.59;1.95
20191125183014;;;4.65;1.99
20191125183015;;;4.67;1.98
20191125183016;;;4.67;2.01
20191125183017;;;4.74;2.04
20191125183018;;;4.73;2.08
20191125183019;;;4.71;2.02
20191125183020;;;4.79;1.99
20191125183021;;;4.72;1.99
20191125183022;;;4.7;2.04
20191125183023;;;4.73;2.06
20191125183024;;;4.73;2.05
20191125183025;;;4.72;2.08
20191125183026;;;4.76;2.03
20191125183027;;;4.74;2.05
20191125183028;;;4.7;2.06
20191125183029;;;4.7;2.05
20191125183030;;;4.73;1.99
20191125183031;;;4.76;2.0
20191125183032;;;4.74;1.94
20191125183033;;;4.73;2.0
20191125183034;;;4.72;2.0
20191125183035;;;4.76;2.06
20191125183036;;;4.77;2.17
20191125183037;;;4.8;2.16
20191125183038;;;4.78;2.13
20191125183039;;;4.74;2.12
20191125183040;;;4.69;2.02
20191125183041;;;4.73;2.08
20191125183042;;;4.71;2.21
20191125183043;;;4.72;2.35
20191125183044;;;4.79;2.38
20191125183045;;;4.75;2.34
20191125183046;;;4.71;2.34
20191125183047;;;4.79;2.4
20191125183048;;;4.77;2.4
20191125183049;;;4.73;2.4
20191125183050;;;4.75;2.45
20191125183051;;;4.74;2.45
20191125183052;;;4.71;2.42
20191125183053;;;4.69;2.36
20191125183054;;;4.71;2.41
20191125183055;;;4.74;2.45
20191125183056;;;4.74;2.48
20191125183057;;;4.71;2.49
20191125183058;;;4.76;2.47
20191125183059;;;4.72;2.33
20191125183100;;;4.62;2.27
20191125183101;;;4.7;2.26
20191125183102;;;4.75;2.17
20191125183103;;;4.63;2.06
20191125183104;;;4.62;1.93
20191125183105;;;4.65;1.93
20191125183106;;;4.69;1.95
20191125183107;;;4.63;1.9
20191125183108;;;4.68;1.91
20191125183109;;;4.75;2.03
20191125183110;;;4.72;2.03
20191125183111;;;4.81;2.02
20191125183112;;;4.79;1.97
20191125183113;;;4.74;1.96
20191125183114;;;4.74;1.92
20191125183115;;;4.73;1.86
20191125183116;;;4.75;1.94
20191125183117;;;4.65;1.95
20191125183118;;;4.64;1.97
20191125183119;;;4.64;1.95
20191125183120;;;4.65;1.94
20191125183121;;;4.65;1.93
20191125183122;;;4.64;1.86
20191125183123;;;4.59;1.88
20191125183124;;;4.65;1.86
20191125183125;;;4.69;1.88
20191125183126;;;4.7;1.83
20191125183127;;;4.67;1.79
20191125183128;;;4.62;1.91
20191125183129;;;4.67;1.94
20191125183130;;;4.66;1.93
20191125183131;;;4.71;1.91
20191125183132;;;4.65;1.88
20191125183133;;;4.7;1.89
20191125183134;;;4.73;1.93
20191125183135;;;4.74;1.96
20191125183136;;;4.75;1.91
20191125183137;;;4.72;1.85
20191125183138;;;4.71;1.88
