Date;Speed;Density;Bt;Bz
20190731151107;;;7.17;3.86
20190731151108;;;7.24;3.7
20190731151109;;;7.15;3.61
20190731151110;;;7.12;3.72
20190731151111;;;7.16;3.71
20190731151112;;;7.16;3.72
20190731151113;;;7.19;3.66
20190731151114;;;7.17;3.6
20190731151115;;;7.1;3.57
20190731151116;;;7.12;3.53
20190731151117;;;7.09;3.56
20190731151118;;;7.13;3.6
20190731151119;;;7.17;3.66
20190731151120;;;7.14;3.6
20190731151121;;;7.28;3.65
20190731151122;;;7.23;3.55
20190731151123;;;7.33;3.6
20190731151124;;;7.35;3.71
20190731151125;;;7.33;3.7
20190731151126;;;7.19;3.72
20190731151127;;;7.22;3.75
20190731151128;;;7.27;3.72
20190731151129;;;7.2;3.76
20190731151130;;;6.89;3.62
20190731151131;;;6.83;3.56
20190731151132;;;6.51;3.34
20190731151133;;;6.11;3.09
20190731151134;;;6.12;3.19
20190731151135;;;6.12;3.16
20190731151136;;;6.15;3.17
20190731151137;;;6.25;3.2
20190731151138;;;6.42;3.26
20190731151139;;;6.77;3.49
20190731151140;;;6.89;3.53
20190731151141;;;6.99;3.43
20190731151142;;;7.15;3.48
20190731151143;;;7.05;3.6
20190731151144;;;6.95;3.61
20190731151145;;;6.69;3.5
20190731151146;;;6.96;3.6
20190731151147;;;7.01;3.59
20190731151148;;;7.11;3.64
20190731151149;;;7.07;3.62
20190731151150;;;7.15;3.68
20190731151151;;;7.18;3.72
20190731151152;;;7.15;3.75
20190731151153;;;7.18;3.72
20190731151154;;;7.17;3.65
20190731151155;;;7.12;3.61
20190731151156;;;7.13;3.65
20190731151157;;;7.15;3.67
20190731151158;;;7.17;3.71
20190731151159;;;7.29;3.82
20190731151200;;;7.23;3.66
20190731151201;;;7.24;3.63
20190731151202;;;7.26;3.62
20190731151203;;;7.25;3.71
20190731151204;;;7.2;3.66
20190731151205;;;7.18;3.46
20190731151206;;;7.11;3.4
20190731151207;;;7.01;3.4
20190731151208;;;6.87;3.28
20190731151209;;;6.75;3.24
20190731151210;;;6.53;2.98
20190731151211;;;6.42;3.12
20190731151212;;;6.61;3.21
20190731151213;;;6.5;3.04
20190731151214;;;6.46;3.02
20190731151215;;;6.46;3.06
20190731151216;;;6.62;3.1
20190731151217;;;6.72;3.12
20190731151218;;;6.74;3.11
20190731151219;;;6.23;2.93
20190731151220;;;6.17;2.94
20190731151221;;;6.2;2.89
20190731151222;;;6.26;2.79
20190731151223;;;6.35;2.78
20190731151224;;;6.43;2.84
20190731151225;;;6.53;2.97
20190731151226;;;6.65;3.05
20190731151227;;;6.52;2.95
20190731151228;;;6.4;2.9
20190731151229;;;6.31;2.81
20190731151230;;;6.24;2.86
20190731151231;;;6.2;2.83
20190731151232;;;6.07;2.8
20190731151233;;;6.13;2.8
20190731151234;;;6.16;2.81
20190731151235;;;6.52;3.04
20190731151236;;;6.78;3.06
20190731151237;;;6.54;2.95
20190731151238;;;6.34;2.82
20190731151239;;;6.29;2.75
20190731151240;;;6.3;2.8
20190731151241;;;6.41;2.89
20190731151242;;;6.06;2.69
20190731151243;;;6.19;2.69
20190731151244;;;6.22;2.77
20190731151245;;;6.15;2.72
20190731151246;;;6.15;2.72
20190731151247;;;6.27;2.7
20190731151248;;;6.47;2.74
20190731151249;;;6.62;2.76
20190731151250;;;6.89;3.01
20190731151251;;;6.9;3.1
20190731151252;;;6.81;2.99
20190731151253;;;6.55;2.87
20190731151254;;;6.39;2.79
20190731151255;;;6.41;2.79
20190731151256;;;6.5;2.82
20190731151257;;;6.46;2.71
20190731151258;;;6.58;2.83
20190731151259;;;6.94;3.11
20190731151300;;;7.23;3.23
20190731151301;;;6.92;3.15
20190731151302;;;6.89;3.17
20190731151303;;;7.05;3.33
20190731151304;;;7.08;3.29
20190731151305;;;7.19;3.22
20190731151306;;;7.27;3.17
20190731151307;;;7.31;3.27
20190731151308;;;7.25;3.45
20190731151309;;;7.18;3.45
20190731151310;;;7.25;3.52
20190731151311;;;7.27;3.52
20190731151312;;;7.2;3.47
20190731151313;;;7.15;3.48
20190731151314;;;7.04;3.43
20190731151315;;;6.93;3.45
20190731151316;;;7.28;3.58
20190731151317;;;7.31;3.56
20190731151318;;;7.39;3.6
20190731151319;;;7.49;3.6
20190731151320;;;7.46;3.58
20190731151321;;;7.27;3.57
20190731151322;;;7.53;3.81
20190731151323;;;7.42;3.97
20190731151324;;;7.52;4.13
20190731151325;;;7.84;4.28
20190731151326;;;7.29;4.0
20190731151327;;;7.13;3.84
20190731151328;;;7.17;3.9
20190731151329;;;7.44;4.11
20190731151330;;;7.58;4.27
20190731151331;;;7.65;4.38
20190731151332;;;7.68;4.42
20190731151333;;;7.77;4.55
20190731151334;;;8.16;4.71
20190731151335;;;8.08;4.76
20190731151336;;;7.98;4.72
20190731151337;;;7.98;4.73
20190731151338;;;7.99;4.71
20190731151339;;;7.93;4.62
20190731151340;;;7.79;4.45
20190731151341;;;7.56;4.21
20190731151342;;;7.54;4.15
20190731151343;;;7.65;4.14
20190731151344;;;7.83;4.23
20190731151345;;;7.8;4.29
20190731151346;;;7.98;4.41
20190731151347;;;7.9;4.44
20190731151348;;;7.81;4.17
20190731151349;;;7.85;4.16
20190731151350;;;7.86;4.13
20190731151351;;;7.83;4.15
20190731151352;;;7.69;4.0
20190731151353;;;7.8;4.01
20190731151354;;;7.44;3.9
20190731151355;;;6.85;3.74
20190731151356;;;6.66;3.67
20190731151357;;;6.72;3.69
20190731151358;;;7.18;3.97
20190731151359;;;7.7;4.19
20190731151400;;;7.75;4.14
20190731151401;;;7.68;4.11
20190731151402;;;7.63;4.07
20190731151403;;;7.65;4.12
20190731151404;;;7.56;4.1
20190731151405;;;7.41;3.97
20190731151406;;;7.37;3.91
20190731151407;;;7.33;3.88
20190731151408;;;7.56;3.96
20190731151409;;;7.58;4.0
20190731151410;;;7.59;3.94
20190731151411;;;7.27;3.92
20190731151412;;;7.02;3.87
20190731151413;;;6.86;3.72
20190731151414;;;6.7;3.59
20190731151415;;;6.7;3.57
20190731151416;;;6.52;3.46
20190731151417;;;6.43;3.31
20190731151418;;;6.59;3.47
20190731151419;;;6.74;3.58
20190731151420;;;7.09;3.63
20190731151421;;;7.22;3.72
20190731151422;;;7.08;3.64
20190731151423;;;6.75;3.37
20190731151424;;;6.84;3.49
20190731151425;;;6.95;3.66
20190731151426;;;6.97;3.73
20190731151427;;;7.07;3.87
20190731151428;;;7.21;3.9
20190731151429;;;7.38;3.9
20190731151430;;;7.34;3.99
20190731151431;;;7.3;3.78
20190731151432;;;7.22;3.59
20190731151433;;;7.15;3.52
20190731151434;;;7.15;3.65
20190731151435;;;7.09;3.71
20190731151436;;;7.45;3.89
20190731151437;;;7.56;4.0
20190731151438;;;7.81;4.13
20190731151439;;;8.17;4.25
20190731151440;;;8.2;4.26
20190731151441;;;8.18;4.24
20190731151442;;;8.17;4.26
20190731151443;;;8.17;4.24
20190731151444;;;8.24;4.31
20190731151445;;;8.23;4.32
20190731151446;;;8.28;4.32
20190731151447;;;8.19;4.31
20190731151448;;;8.26;4.36
20190731151449;;;8.31;4.34
20190731151450;;;8.33;4.35
20190731151451;;;8.27;4.32
20190731151452;;;8.17;4.22
20190731151453;;;7.99;4.04
20190731151454;;;7.72;3.91
20190731151455;;;7.23;3.4
20190731151456;;;7.28;3.4
20190731151457;;;7.3;3.38
20190731151458;;;7.3;3.47
20190731151459;;;7.3;3.52
20190731151500;;;7.31;3.54
20190731151501;;;7.24;3.45
20190731151502;;;7.3;3.52
20190731151503;;;7.16;3.42
20190731151504;;;7.19;3.43
20190731151505;;;7.22;3.61
20190731151506;;;7.29;3.58
20190731151507;;;7.65;3.85
20190731151508;;;7.86;4.02
20190731151509;;;7.77;3.88
20190731151510;;;8.04;4.13
20190731151511;;;8.11;4.39
20190731151512;;;8.25;4.46
20190731151513;;;8.38;4.56
20190731151514;;;8.36;4.51
20190731151515;;;8.32;4.51
20190731151516;;;8.02;4.38
20190731151517;;;8.18;4.42
20190731151518;;;8.19;4.46
20190731151519;;;8.31;4.55
20190731151520;;;8.43;4.6
20190731151521;;;8.41;4.56
20190731151522;;;8.28;4.46
20190731151523;;;8.25;4.36
20190731151524;;;8.36;4.36
20190731151525;;;8.42;4.33
20190731151526;;;8.33;4.34
20190731151527;;;8.31;4.29
20190731151528;;;8.25;4.28
20190731151529;;;8.17;4.24
20190731151530;;;8.15;4.23
20190731151531;;;8.09;4.18
20190731151532;;;8.1;4.16
20190731151533;;;8.05;4.28
20190731151534;;;7.82;4.17
20190731151535;;;7.85;4.21
20190731151536;;;8.07;4.33
20190731151537;;;8.0;4.31
20190731151538;;;8.07;4.36
20190731151539;;;8.16;4.43
20190731151540;;;8.3;4.5
20190731151541;;;8.18;4.46
20190731151542;;;8.2;4.52
20190731151543;;;8.21;4.43
20190731151544;;;8.21;4.4
20190731151545;;;8.22;4.38
20190731151546;;;8.23;4.35
20190731151547;;;8.22;4.29
20190731151548;;;8.22;4.22
20190731151549;;;8.18;4.26
20190731151550;;;8.25;4.35
20190731151551;;;8.32;4.38
20190731151552;;;8.4;4.4
20190731151553;;;8.46;4.37
20190731151554;;;8.42;4.37
20190731151555;;;8.41;4.31
20190731151556;;;8.42;4.42
20190731151557;;;8.38;4.37
20190731151558;;;8.4;4.45
20190731151559;;;8.5;4.64
20190731151600;;;8.57;4.63
20190731151601;;;8.48;4.51
20190731151602;;;8.54;4.54
20190731151603;;;8.51;4.56
20190731151604;;;8.51;4.55
20190731151605;;;8.43;4.47
20190731151606;;;7.94;4.22
20190731151607;;;7.33;3.9
20190731151608;;;7.37;3.91
20190731151609;;;8.09;4.42
20190731151610;;;7.98;4.34
20190731151611;;;7.36;4.07
20190731151612;;;7.21;4.02
20190731151613;;;7.28;4.06
20190731151614;;;8.0;4.39
20190731151615;;;8.2;4.51
20190731151616;;;8.17;4.52
20190731151617;;;8.13;4.44
20190731151618;;;8.1;4.45
20190731151619;;;8.17;4.57
20190731151620;;;8.11;4.55
20190731151621;;;7.65;4.24
20190731151622;;;7.52;4.18
20190731151623;;;7.59;4.25
20190731151624;;;7.62;4.26
20190731151625;;;7.42;4.16
20190731151626;;;7.35;4.03
20190731151627;;;7.31;4.06
20190731151628;;;7.35;4.12
20190731151629;;;7.46;4.23
20190731151630;;;7.3;4.19
20190731151631;;;7.44;4.29
20190731151632;;;7.44;4.36
20190731151633;;;7.45;4.28
20190731151634;;;7.42;4.26
20190731151635;;;7.3;4.13
20190731151636;;;7.19;4.12
20190731151637;;;7.08;4.07
20190731151638;;;6.98;4.04
20190731151639;;;6.96;3.99
20190731151640;;;6.96;4.05
20190731151641;;;6.95;3.98
20190731151642;;;7.12;4.03
20190731151643;;;7.13;4.07
20190731151644;;;7.55;4.31
20190731151645;;;8.11;4.64
20190731151646;;;8.12;4.62
20190731151647;;;8.28;4.69
20190731151648;;;8.38;4.73
20190731151649;;;8.39;4.68
20190731151650;;;8.36;4.67
20190731151651;;;8.14;4.56
20190731151652;;;7.96;4.51
20190731151653;;;7.49;4.26
20190731151654;;;6.98;3.94
20190731151655;;;6.65;3.77
20190731151656;;;6.52;3.7
20190731151657;;;6.57;3.78
20190731151658;;;6.88;3.85
20190731151659;;;6.92;3.81
20190731151700;;;7.21;4.01
20190731151701;;;6.88;3.91
20190731151702;;;6.74;3.87
20190731151703;;;6.82;3.78
20190731151704;;;6.88;3.9
20190731151705;;;6.99;4.01
20190731151706;;;7.48;4.08
20190731151707;;;7.23;3.93
20190731151708;;;8.6;4.62
20190731151709;;;8.71;4.58
20190731151710;;;8.86;4.61
20190731151711;;;8.87;4.59
20190731151712;;;8.77;4.65
20190731151713;;;8.68;4.55
20190731151714;;;8.7;4.61
20190731151715;;;8.71;4.56
20190731151716;;;8.71;4.65
20190731151717;;;8.75;4.75
20190731151718;;;8.9;4.82
20190731151719;;;8.92;4.82
20190731151720;;;8.93;4.81
20190731151721;;;8.95;4.84
20190731151722;;;9.17;4.99
20190731151723;;;9.37;5.08
20190731151724;;;9.41;5.1
20190731151725;;;9.47;5.12
20190731151726;;;9.21;5.02
20190731151727;;;9.19;5.02
20190731151728;;;9.41;5.14
20190731151729;;;9.49;5.2
20190731151730;;;9.35;5.03
20190731151731;;;9.36;4.9
20190731151732;;;9.32;4.97
20190731151733;;;9.25;5.02
20190731151734;;;9.32;5.06
20190731151735;;;9.26;5.06
20190731151736;;;9.32;5.12
20190731151737;;;9.29;5.18
20190731151738;;;9.3;5.16
20190731151739;;;9.35;5.04
20190731151740;;;9.36;5.06
20190731151741;;;9.42;5.07
20190731151742;;;9.29;5.0
20190731151743;;;9.16;4.91
20190731151744;;;9.32;4.99
20190731151745;;;9.44;5.11
20190731151746;;;9.55;5.17
20190731151747;;;9.55;5.15
20190731151748;;;9.52;5.14
20190731151749;;;9.54;5.11
20190731151750;;;9.52;5.12
20190731151751;;;9.51;5.12
20190731151752;;;9.52;5.12
20190731151753;;;9.54;5.14
20190731151754;;;9.53;5.1
20190731151755;;;9.5;5.11
20190731151756;;;9.48;5.17
20190731151757;;;9.5;5.15
20190731151758;;;9.48;5.09
20190731151759;;;9.52;5.09
20190731151800;;;9.49;5.09
20190731151801;;;9.46;5.03
20190731151802;;;9.46;4.95
20190731151803;;;9.45;4.94
20190731151804;;;9.46;4.95
20190731151805;;;9.53;4.96
20190731151806;;;9.52;4.9
20190731151807;;;9.53;4.94
20190731151808;;;9.56;4.93
20190731151809;;;9.53;4.9
20190731151810;;;9.53;4.89
20190731151811;;;9.49;4.9
20190731151812;;;9.49;4.92
20190731151813;;;9.52;4.83
20190731151814;;;9.53;4.84
20190731151815;;;9.48;4.76
20190731151816;;;9.39;4.67
20190731151817;;;9.4;4.66
20190731151818;;;9.4;4.67
20190731151819;;;9.45;4.69
20190731151820;;;9.46;4.69
20190731151821;;;9.41;4.67
20190731151822;;;9.37;4.77
20190731151823;;;9.33;4.53
20190731151824;;;9.36;4.72
20190731151825;;;9.47;4.87
20190731151826;;;9.46;4.86
20190731151827;;;9.49;4.93
20190731151828;;;9.43;4.9
20190731151829;;;9.35;4.81
20190731151830;;;9.26;4.76
20190731151831;;;9.37;4.86
20190731151832;;;9.43;4.92
20190731151833;;;9.42;4.95
20190731151834;;;9.41;4.98
20190731151835;;;9.44;5.05
20190731151836;;;9.39;4.98
20190731151837;;;9.38;5.01
20190731151838;;;9.37;5.05
20190731151839;;;9.36;5.03
20190731151840;;;9.34;5.04
20190731151841;;;9.35;5.14
20190731151842;;;9.34;5.13
20190731151843;;;9.32;5.08
20190731151844;;;9.38;5.11
20190731151845;;;9.35;5.15
20190731151846;;;9.28;5.13
20190731151847;;;9.31;5.11
20190731151848;;;9.29;5.15
20190731151849;;;9.31;5.17
20190731151850;;;9.24;5.13
20190731151851;;;9.23;5.13
20190731151852;;;9.19;5.16
20190731151853;;;9.3;5.19
20190731151854;;;9.27;5.19
20190731151855;;;9.29;5.18
20190731151856;;;9.4;5.28
20190731151857;;;9.44;5.4
20190731151858;;;9.42;5.36
20190731151859;;;9.61;5.47
20190731151900;;;9.48;5.28
20190731151901;;;9.54;5.3
20190731151902;;;9.48;5.29
20190731151903;;;9.35;5.27
20190731151904;;;9.46;5.33
20190731151905;;;9.46;5.32
20190731151906;;;9.42;5.29
20190731151907;;;9.39;5.31
20190731151908;;;9.29;5.32
20190731151909;;;9.43;5.4
20190731151910;;;9.5;5.41
20190731151911;;;9.41;5.36
20190731151912;;;9.24;5.22
20190731151913;;;9.23;5.23
20190731151914;;;9.3;5.35
20190731151915;;;9.44;5.46
20190731151916;;;9.29;5.42
20190731151917;;;9.23;5.31
20190731151918;;;9.34;5.36
20190731151919;;;9.31;5.36
20190731151920;;;9.31;5.31
20190731151921;;;9.32;5.37
20190731151922;;;9.28;5.32
20190731151923;;;9.26;5.2
20190731151924;;;9.41;5.27
20190731151925;;;9.42;5.26
20190731151926;;;9.41;5.21
20190731151927;;;9.39;5.21
20190731151928;;;9.48;5.1
20190731151929;;;9.47;5.13
20190731151930;;;9.42;5.06
20190731151931;;;9.41;5.01
20190731151932;;;9.44;5.08
20190731151933;;;9.44;5.16
20190731151934;;;9.54;5.18
20190731151935;;;9.45;5.22
20190731151936;;;9.56;5.34
20190731151937;;;9.46;5.23
20190731151938;;;9.46;5.18
20190731151939;;;9.51;5.28
20190731151940;;;9.58;5.38
20190731151941;;;9.59;5.41
20190731151942;;;9.56;5.4
20190731151943;;;9.66;5.44
20190731151944;;;9.58;5.48
20190731151945;;;9.66;5.75
20190731151946;;;9.64;5.89
20190731151947;;;9.63;5.97
20190731151948;;;9.57;5.98
20190731151949;;;9.83;6.06
20190731151950;;;9.69;6.0
20190731151951;;;9.6;5.9
20190731151952;;;9.61;5.85
20190731151953;;;9.48;5.79
20190731151954;;;9.46;5.81
20190731151955;;;9.61;5.85
20190731151956;;;9.67;5.94
20190731151957;;;9.71;5.92
20190731151958;;;9.65;5.9
20190731151959;;;9.71;5.94
20190731152000;;;9.74;5.98
20190731152001;;;9.74;5.98
20190731152002;;;9.75;6.0
20190731152003;;;9.77;6.03
20190731152004;;;9.7;5.86
20190731152005;;;9.72;5.9
20190731152006;;;9.72;5.89
20190731152007;;;9.74;5.91
20190731152008;;;9.64;5.85
20190731152009;;;9.67;5.89
20190731152010;;;9.64;5.85
20190731152011;;;9.59;5.78
20190731152012;;;9.61;5.79
20190731152013;;;9.56;5.69
20190731152014;;;9.7;5.79
20190731152015;;;9.62;5.83
20190731152016;;;9.64;5.81
20190731152017;;;9.57;5.76
20190731152018;;;9.61;5.75
20190731152019;;;9.69;5.77
20190731152020;;;9.72;5.94
20190731152021;;;9.81;5.99
20190731152022;;;9.74;5.86
20190731152023;;;9.75;5.86
20190731152024;;;9.7;5.88
20190731152025;;;9.72;5.86
20190731152026;;;9.68;5.76
20190731152027;;;9.62;5.76
20190731152028;;;9.48;5.66
20190731152029;;;9.44;5.55
20190731152030;;;9.62;5.65
20190731152031;;;9.69;5.77
20190731152032;;;9.65;5.72
20190731152033;;;9.72;5.7
20190731152034;;;9.62;5.67
20190731152035;;;9.65;5.76
20190731152036;;;9.65;5.77
20190731152037;;;9.66;5.75
20190731152038;;;9.68;5.73
20190731152039;;;9.66;5.73
20190731152040;;;9.65;5.75
20190731152041;;;9.63;5.74
20190731152042;;;9.56;5.71
20190731152043;;;9.62;5.75
20190731152044;;;9.69;5.79
20190731152045;;;9.74;5.8
20190731152046;;;9.75;5.79
20190731152047;;;9.68;5.74
20190731152048;;;9.72;5.69
20190731152049;;;9.74;5.67
20190731152050;;;9.74;5.73
20190731152051;;;9.68;5.67
20190731152052;;;9.69;5.66
20190731152053;;;9.71;5.65
20190731152054;;;9.76;5.72
20190731152055;;;9.78;5.75
20190731152056;;;9.79;5.74
20190731152057;;;9.78;5.66
20190731152058;;;9.7;5.71
20190731152059;;;9.7;5.72
20190731152100;;;9.6;5.73
20190731152101;;;9.63;5.65
20190731152102;;;9.69;5.69
20190731152103;;;9.68;5.7
20190731152104;;;9.7;5.7
20190731152105;;;9.74;5.71
20190731152106;;;9.78;5.77
20190731152107;;;9.76;5.78
20190731152108;;;9.82;5.84
20190731152109;;;9.79;5.81
20190731152110;;;9.79;5.82
20190731152111;;;9.79;5.84
20190731152112;;;9.78;5.85
20190731152113;;;9.73;5.8
20190731152114;;;9.73;5.81
20190731152115;;;9.82;5.88
20190731152116;;;9.75;5.84
20190731152117;;;9.72;5.79
20190731152118;;;9.78;5.83
20190731152119;;;9.72;5.78
20190731152120;;;9.73;5.84
20190731152121;;;9.74;5.86
20190731152122;;;9.76;5.88
20190731152123;;;9.83;5.94
20190731152124;;;9.77;5.86
20190731152125;;;9.73;5.72
20190731152126;;;9.74;5.71
20190731152127;;;9.76;5.77
20190731152128;;;9.79;5.76
20190731152129;;;9.77;5.67
20190731152130;;;9.81;5.7
20190731152131;;;9.77;5.78
20190731152132;;;9.69;5.7
20190731152133;;;9.82;5.82
20190731152134;;;9.97;5.91
20190731152135;;;9.91;6.01
20190731152136;;;9.98;6.01
20190731152137;;;10.01;6.24
20190731152138;;;9.97;6.12
20190731152139;;;9.75;5.98
20190731152140;;;9.67;5.92
20190731152141;;;9.71;5.83
20190731152142;;;9.71;5.7
20190731152143;;;9.81;5.65
20190731152144;;;9.88;5.34
20190731152145;;;9.85;5.0
20190731152146;;;9.76;5.04
20190731152147;;;9.61;5.26
20190731152148;;;9.52;5.39
20190731152149;;;9.54;5.52
20190731152150;;;9.59;5.43
20190731152151;;;9.6;5.49
20190731152152;;;9.65;5.59
20190731152153;;;9.85;5.93
20190731152154;;;9.87;5.9
20190731152155;;;9.83;5.97
20190731152156;;;9.82;5.98
20190731152157;;;9.84;6.01
20190731152158;;;9.85;6.02
20190731152159;;;9.78;5.85
20190731152200;;;9.64;5.64
20190731152201;;;9.41;5.66
20190731152202;;;9.6;5.64
20190731152203;;;9.67;5.49
20190731152204;;;9.82;5.58
20190731152205;;;9.97;5.81
20190731152206;;;9.9;5.66
20190731152207;;;9.98;5.7
20190731152208;;;10.11;5.62
20190731152209;;;9.98;5.51
20190731152210;;;10.0;5.47
20190731152211;;;10.06;5.5
20190731152212;;;10.25;5.65
20190731152213;;;10.55;5.61
20190731152214;;;10.52;5.64
20190731152215;;;10.43;5.65
20190731152216;;;10.48;5.75
20190731152217;;;10.52;5.81
20190731152218;;;10.55;5.88
20190731152219;;;10.57;5.88
20190731152220;;;10.56;5.84
20190731152221;;;10.55;5.82
20190731152222;;;10.54;5.83
20190731152223;;;10.55;5.84
20190731152224;;;10.47;5.78
20190731152225;;;10.49;5.8
20190731152226;;;10.55;5.88
20190731152227;;;10.5;5.79
20190731152228;;;10.54;5.8
20190731152229;;;10.5;5.78
20190731152230;;;10.52;5.81
20190731152231;;;10.51;5.84
20190731152232;;;10.5;5.8
20190731152233;;;10.49;5.77
20190731152234;;;10.49;5.75
20190731152235;;;10.49;5.77
20190731152236;;;10.53;5.77
20190731152237;;;10.52;5.77
20190731152238;;;10.51;5.78
20190731152239;;;10.53;5.82
20190731152240;;;10.5;5.76
20190731152241;;;10.53;5.77
20190731152242;;;10.48;5.71
20190731152243;;;10.54;5.76
20190731152244;;;10.53;5.74
20190731152245;;;10.54;5.68
20190731152246;;;10.49;5.79
20190731152247;;;10.54;5.6
20190731152248;;;10.52;5.9
20190731152249;;;10.47;5.98
20190731152250;;;10.58;6.04
20190731152251;;;10.6;5.77
20190731152252;;;10.55;5.75
20190731152253;;;10.54;5.6
20190731152254;;;10.53;5.7
20190731152255;;;10.51;5.72
20190731152256;;;10.49;5.95
20190731152257;;;10.53;6.02
20190731152258;;;10.5;6.1
20190731152259;;;10.64;6.08
20190731152300;;;10.58;5.87
20190731152301;;;10.54;5.81
20190731152302;;;10.56;5.82
20190731152303;;;10.56;5.87
20190731152304;;;10.6;5.97
20190731152305;;;10.56;5.81
20190731152306;;;10.51;5.73
20190731152307;;;10.55;5.87
20190731152308;;;10.55;5.97
20190731152309;;;10.55;5.59
20190731152310;;;10.55;5.6
20190731152311;;;10.54;5.44
20190731152312;;;10.49;5.38
20190731152313;;;10.51;5.52
20190731152314;;;10.54;5.56
20190731152315;;;10.59;5.65
20190731152316;;;10.56;5.7
20190731152317;;;10.59;5.84
20190731152318;;;10.61;5.93
20190731152319;;;10.59;5.67
20190731152320;;;10.51;5.69
20190731152321;;;10.48;5.67
20190731152322;;;10.56;5.72
20190731152323;;;10.55;5.67
20190731152324;;;10.57;5.73
20190731152325;;;10.58;5.72
20190731152326;;;10.59;5.82
20190731152327;;;10.52;6.1
20190731152328;;;10.51;6.06
20190731152329;;;10.52;6.05
20190731152330;;;10.5;5.92
20190731152331;;;10.48;5.91
20190731152332;;;10.53;5.98
20190731152333;;;10.54;5.99
20190731152334;;;10.54;6.1
20190731152335;;;10.49;6.02
20190731152336;;;10.5;6.1
20190731152337;;;10.5;6.04
20190731152338;;;10.49;6.13
20190731152339;;;10.56;6.2
20190731152340;;;10.55;6.03
20190731152341;;;10.48;5.94
20190731152342;;;10.45;5.93
20190731152343;;;10.46;5.97
20190731152344;;;10.46;5.85
20190731152345;;;10.44;5.87
20190731152346;;;10.45;5.97
20190731152347;;;10.45;5.94
20190731152348;;;10.5;6.03
20190731152349;;;10.48;6.01
20190731152350;;;10.49;6.05
20190731152351;;;10.49;6.03
20190731152352;;;10.52;6.08
20190731152353;;;10.52;5.98
20190731152354;;;10.56;5.97
20190731152355;;;10.54;6.0
20190731152356;;;10.49;6.05
20190731152357;;;10.52;6.05
20190731152358;;;10.49;6.08
20190731152359;;;10.5;6.14
20190731152400;;;10.51;6.19
20190731152401;;;10.49;6.13
20190731152402;;;10.48;6.06
20190731152403;;;10.52;5.96
20190731152404;;;10.53;5.9
20190731152405;;;10.52;6.01
20190731152406;;;10.54;6.03
20190731152407;;;10.61;5.98
20190731152408;;;10.55;5.88
20190731152409;;;10.52;5.93
20190731152410;;;10.54;5.94
20190731152411;;;10.52;5.95
20190731152412;;;10.42;5.95
20190731152413;;;10.48;5.93
20190731152414;;;10.5;6.03
20190731152415;;;10.37;5.97
20190731152416;;;10.49;6.0
20190731152417;;;10.5;5.99
20190731152418;;;10.5;6.0
20190731152419;;;10.48;6.04
20190731152420;;;10.43;6.0
20190731152421;;;10.51;6.09
20190731152422;;;10.49;6.02
20190731152423;;;10.49;5.97
20190731152424;;;10.5;6.0
20190731152425;;;10.51;6.06
20190731152426;;;10.51;6.13
20190731152427;;;10.49;6.08
20190731152428;;;10.56;6.18
20190731152429;;;10.5;6.26
20190731152430;;;10.5;6.36
20190731152431;;;10.5;6.15
20190731152432;;;10.5;6.22
20190731152433;;;10.52;6.24
20190731152434;;;10.52;6.16
20190731152435;;;10.54;6.1
20190731152436;;;10.44;6.01
20190731152437;;;10.42;6.04
20190731152438;;;10.44;6.09
20190731152439;;;10.49;6.09
20190731152440;;;10.45;5.96
20190731152441;;;10.48;6.06
20190731152442;;;10.46;6.03
20190731152443;;;10.43;5.96
20190731152444;;;10.21;5.91
20190731152445;;;10.1;5.92
20190731152446;;;10.35;6.03
20190731152447;;;10.47;6.11
20190731152448;;;10.47;6.06
20190731152449;;;10.44;6.08
20190731152450;;;10.51;6.13
20190731152451;;;10.48;6.16
20190731152452;;;10.46;6.16
20190731152453;;;10.24;5.99
20190731152454;;;10.36;6.01
20190731152455;;;10.47;6.13
20190731152456;;;10.44;6.09
20190731152457;;;10.47;6.05
20190731152458;;;10.4;5.99
20190731152459;;;10.42;6.0
20190731152500;;;10.5;6.06
20190731152501;;;10.55;6.11
20190731152502;;;10.48;6.04
20190731152503;;;10.41;5.97
20190731152504;;;10.57;6.05
20190731152505;;;10.56;6.12
20190731152506;;;10.47;6.06
20190731152507;;;9.97;5.75
20190731152508;;;9.86;5.74
20190731152509;;;9.93;5.79
20190731152510;;;9.98;5.88
20190731152511;;;9.95;5.9
20190731152512;;;9.85;5.86
20190731152513;;;9.83;5.88
20190731152514;;;9.85;5.9
20190731152515;;;9.94;6.02
20190731152516;;;9.74;5.85
20190731152517;;;9.71;5.78
20190731152518;;;9.66;5.76
20190731152519;;;9.6;5.69
20190731152520;;;9.57;5.88
20190731152521;;;10.41;5.98
20190731152522;;;10.55;5.95
20190731152523;;;10.19;5.82
20190731152524;;;10.19;5.75
20190731152525;;;10.52;6.22
20190731152526;;;10.45;6.11
20190731152527;;;10.45;6.12
20190731152528;;;10.51;6.24
20190731152529;;;10.66;6.33
20190731152530;;;10.62;6.35
20190731152531;;;10.52;6.36
20190731152532;;;10.58;6.96
20190731152533;;;10.58;6.89
20190731152534;;;10.49;6.35
20190731152535;;;10.45;6.46
20190731152536;;;10.51;6.85
20190731152537;;;10.57;6.96
20190731152538;;;10.55;6.81
20190731152539;;;10.57;6.7
